date,temperature,vibration,pressure
2/1/2010,23.4176871,0.098815905,9.58126537
3/1/2010,26.51692267,0.073549406,9.659135435
4/1/2010,26.03625636,0.084179141,10.26479529
5/1/2010,23.81926662,0.039530447,9.684775206
6/1/2010,25.84667632,0.015249654,9.589630851
7/1/2010,24.06921973,0.041042358,10.63903549
8/1/2010,24.7784814,0.035701293,9.897802617
9/1/2010,23.88396158,0.071782122,10.27891487
10/1/2010,29.23704947,0.021095758,10.2492538
11/1/2010,25.3288725,0.030307184,9.719796211
12/1/2010,25.96931754,0.041153332,9.051065555
13-01-2010,25.64513571,0.071485344,11.22593699
14-01-2010,24.23118297,0.047689651,10.15774606
15-01-2010,28.14371249,0.041670852,9.247862236
16-01-2010,23.93896782,0.059996432,9.99703806
17-01-2010,28.1087028,0.051593974,10.36214952
18-01-2010,22.24630275,0.04090588,9.822059707
19-01-2010,23.2406916,0.045699615,10.21749299
20-01-2010,23.7542654,0.035560952,9.023273019
21-01-2010,25.81396788,0.04291626,10.92041366
22-01-2010,26.27151288,0.037587114,10.2209385
23-01-2010,23.11559174,0.032184997,9.972187729
26-01-2010,25.14144507,0.066263227,10.54817942
27-01-2010,21.45471052,0.014481403,10.49398735
28-01-2010,25.97527319,0.0936268,10.04306263
29-01-2010,19.88176335,0.054375424,10.73583597
30-01-2010,24.8522501,0.048777426,10.00818399
31-01-2010,26.48214384,0.094273649,9.62080315
1/2/2010,25.96251554,0.009648403,10.26663944
2/2/2010,26.01830627,0.065278574,10.08577376
3/2/2010,24.5504503,0.065533794,9.690484812
4/2/2010,25.60729166,0.036688104,10.05950544
5/2/2010,26.43988789,0.070476562,10.33806642
6/2/2010,22.84768015,0.062300658,9.785406699
7/2/2010,26.12098209,0.064044807,9.531777463
8/2/2010,29.9581562,0.026197911,9.48069513
9/2/2010,27.21738899,0.068120259,10.08552515
10/2/2010,25.30607902,0.078264542,10.21623944
11/2/2010,21.77574116,0.045790991,10.81076023
12/2/2010,27.10213055,0.08256998,9.687398978
13-02-2010,24.8254583,0.03967942,10.16292427
14-02-2010,27.28095196,0.045681049,10.29770041
15-02-2010,27.65352414,0.073630387,10.83553963
16-02-2010,26.20050089,0.07641251,9.730707814
17-02-2010,25.04908797,0.074803906,9.678170441
18-02-2010,29.12059637,0.062486708,9.84224006
19-02-2010,21.60786418,0.005743885,9.862863665
20-02-2010,26.31200075,0.077340302,10.06629491
21-02-2010,26.84666466,0.018921527,9.410957258
22-02-2010,24.60658209,0.042716957,9.515961885
23-02-2010,27.69053567,0.032454765,10.16635063
24-02-2010,24.74968338,0.047042695,9.776690225
25-02-2010,25.91233328,0.061648728,10.45133416
26-02-2010,23.2586484,0.043833182,10.2273566
27-02-2010,23.38444405,0.049171949,10.25576079
28-02-2010,25.07044754,0.060848612,9.883261276
1/3/2010,25.2362036,0.044413113,9.456990389
2/3/2010,24.5798546,0.020375863,9.901196786
3/3/2010,22.84490516,0.062131031,9.097972236
4/3/2010,27.01027182,0.078146669,10.12524168
5/3/2010,26.02908411,0.058555984,9.613957498
6/3/2010,22.89907651,0.011785181,10.60595558
7/3/2010,22.47336859,0.060100497,9.794681764
8/3/2010,24.35738166,0.062513949,9.649667692
9/3/2010,23.38924776,0.073739488,9.222507246
10/3/2010,25.8928513,0.040511692,10.49004011
11/3/2010,26.46647298,0.010358861,10.28444845
12/3/2010,25.84953482,0.066878446,10.65661856
13-03-2010,25.49663876,0.030786837,10.27706024
14-03-2010,25.2612267,0.027729309,9.679884715
15-03-2010,23.19219216,0.028635358,10.74503587
16-03-2010,25.39540853,0.089605466,10.2851035
17-03-2010,25.73482455,0.047319947,10.92615013
18-03-2010,25.72970061,0.032768283,9.997551737
19-03-2010,28.99056654,0.036088659,9.809816445
20-03-2010,27.61516917,0.080079526,10.13541221
21-03-2010,25.14983692,0.060599591,9.689222563
22-03-2010,22.60630751,0.05519362,9.331651909
23-03-2010,26.89484601,0.048662687,9.21031825
24-03-2010,26.61343221,0.052699902,9.094202351
25-03-2010,26.16600403,0.051979248,10.69836306
26-03-2010,20.89685252,0.069181113,10.20888252
27-03-2010,22.91232359,0.056552777,10.22064446
28-03-2010,26.71796991,0.036330727,9.87476958
29-03-2010,21.66222998,0.072978324,9.57723419
30-03-2010,27.62406343,0.058575698,10.20358244
31-03-2010,27.51497389,0.073890069,9.582059109
1/4/2010,24.77921744,0.047491689,10.2824801
2/4/2010,25.78544792,0.069016648,10.60252787
3/4/2010,24.70083585,0.044888338,10.42125257
4/4/2010,26.53952892,0.079750546,10.19323091
5/4/2010,29.18625948,0.031567234,9.870409682
6/4/2010,27.78468578,0.052599753,9.838909821
7/4/2010,25.57284842,0.022013528,9.35164733
8/4/2010,29.10490208,0.05754689,10.30607508
9/4/2010,26.60178875,0.022358564,9.403443105
10/4/2010,23.68423339,0.05607433,10.48646129
11/4/2010,25.0668989,0.047089632,10.92021535
12/4/2010,22.77634921,0.070450389,9.743746834
13-04-2010,22.84930018,0.069664706,10.22061721
14-04-2010,25.05369384,0.022327201,10.33076041
15-04-2010,24.48421435,0.028537225,10.66598521
16-04-2010,24.41864326,0.041161245,10.31042082
17-04-2010,24.18553976,0.050212724,9.963632286
18-04-2010,27.48627302,0.033175773,10.96180272
19-04-2010,22.76387767,0.056165049,10.17178666
20-04-2010,24.49024522,0.041716514,9.844964936
21-04-2010,27.33017735,0.041194576,9.969284958
22-04-2010,25.24532064,0.055255619,10.45055968
23-04-2010,22.14117036,0.060912603,9.357757836
24-04-2010,24.59264953,0.05674945,9.557070934
25-04-2010,20.8051574,0.047215532,9.757308738
26-04-2010,26.21117652,0.057288523,9.77901928
27-04-2010,26.27316268,0.078314418,10.53432265
28-04-2010,27.13485821,0.059746307,10.49863298
29-04-2010,23.72480405,0.055918674,10.41429442
30-04-2010,24.48504815,0.04713381,10.01300208
1/5/2010,24.53264168,0.060246162,9.81284434
2/5/2010,21.64603214,0.055735306,9.508800085
3/5/2010,30.44601615,0.03937362,9.956250863
4/5/2010,23.45258733,0.055356584,10.31575072
5/5/2010,24.508066,0.085135582,10.53185471
6/5/2010,21.79225174,0.042860785,9.573057296
7/5/2010,25.37388225,0.038123368,10.18009389
8/5/2010,29.74189579,0.083076107,9.826945089
9/5/2010,26.76856906,0.064135483,9.838817374
10/5/2010,21.88655034,0.032847625,10.74817197
11/5/2010,26.81328613,0.010190013,9.638408273
12/5/2010,25.52589326,0.043302423,9.233106347
13-05-2010,24.27064952,0.0252409,8.969233216
14-05-2010,23.56623849,0.023564045,10.12643461
15-05-2010,23.15775655,0.066173286,10.59909273
16-05-2010,25.90261859,0.050053768,10.54820177
17-05-2010,24.64595446,0.038661349,10.21052062
18-05-2010,30.54748012,0.049642047,10.64401166
19-05-2010,27.33445941,0.085619391,10.58638797
20-05-2010,21.42685859,0.085787707,10.07493799
21-05-2010,24.42124211,0.070315388,9.338101726
22-05-2010,24.62680275,0.043879718,9.49047145
23-05-2010,24.01443679,0.021008684,10.35232205
24-05-2010,29.02873025,0.03569391,10.31604138
25-05-2010,23.04398332,0.084089866,9.794979224
26-05-2010,26.32109608,0.065007308,10.72379144
27-05-2010,23.7817365,0.068317823,9.946816574
28-05-2010,21.66705469,0.017917152,9.939983191
29-05-2010,25.93593106,0.020311083,9.924567098
30-05-2010,26.14644217,0.060736014,9.928193103
31-05-2010,22.26943051,0.037486982,10.51228154
1/6/2010,27.06369444,0.054223237,9.84250051
2/6/2010,27.78030375,0.034549314,9.85706318
3/6/2010,22.62321314,0.051653805,10.00559351
4/6/2010,26.42663974,0.096895302,10.1501632
7/6/2010,26.01492022,0.074612932,9.475653472
8/6/2010,24.41535321,0.022211338,9.0678969
9/6/2010,23.78867436,0.032243272,9.661229334
10/6/2010,22.28130666,0.060500634,10.3391089
11/6/2010,22.7232547,0.061751741,10.26107199
12/6/2010,23.15358367,0.029193655,10.24316887
13-06-2010,23.76702373,0.025146316,9.868638884
14-06-2010,22.35140731,0.048306738,10.20000912
15-06-2010,20.52331571,0.051700043,9.678531391
16-06-2010,27.72247112,0.04053705,10.41126212
17-06-2010,23.87312298,0.029091059,10.61082134
18-06-2010,24.96689129,0.060650225,10.25155052
19-06-2010,25.92131591,0.081029404,9.889766061
20-06-2010,27.55142996,0.031819507,9.923554227
21-06-2010,25.40951902,0.02814735,9.846751026
22-06-2010,27.05189329,0.020389744,11.09281974
23-06-2010,27.0718983,0.044977179,9.696307926
24-06-2010,30.03992847,0.060509716,11.04516228
25-06-2010,25.52898454,0.062144337,10.50382747
26-06-2010,21.97574596,0.054141005,10.95006908
27-06-2010,26.02759542,0.078648637,9.933546818
28-06-2010,27.35845937,0.064481468,10.59999029
29-06-2010,24.8001433,0.043142659,10.71386201
30-06-2010,21.10124411,0.052021208,9.606277681
1/7/2010,25.46746401,0.049801557,9.464761572
2/7/2010,26.21297896,0.014810467,10.38418702
3/7/2010,27.02939134,0.021401477,9.749723911
4/7/2010,25.48662494,0.040456917,10.21788272
5/7/2010,28.94094466,0.036872991,10.27346454
6/7/2010,22.63979408,0.032794445,9.688643164
7/7/2010,26.16184,0.041436992,9.869115446
8/7/2010,24.22475585,0.043410587,9.944081211
9/7/2010,22.15650116,0.067501137,9.652160268
10/7/2010,26.29676039,0.025615291,10.91859794
11/7/2010,27.03642281,0.033826001,9.439633298
12/7/2010,22.59385862,0.014774131,9.72483544
13-07-2010,28.9727193,0.043526536,10.17368985
14-07-2010,25.07055043,0.045142544,9.690935557
15-07-2010,24.90477612,0.080981596,10.1442825
16-07-2010,26.74288126,0.060120198,9.958591608
17-07-2010,27.47874385,0.061839235,10.77144547
18-07-2010,22.86153046,0.046829443,10.25807902
19-07-2010,27.15894505,0.04859856,10.15913282
20-07-2010,27.45558156,0.050331389,10.11379882
21-07-2010,29.0217178,0.042745263,9.690486907
22-07-2010,26.88070048,0.094817121,10.29756817
23-07-2010,25.70839346,0.050399721,11.22518303
24-07-2010,21.83055,0.057703173,8.954349635
25-07-2010,24.58583225,0.073433048,11.06969239
26-07-2010,26.88391865,0.064394391,10.13926187
27-07-2010,26.04225408,0.05810544,10.04982009
28-07-2010,26.48275359,0.066238523,9.739297936
29-07-2010,27.2230509,0.052573977,9.846439669
30-07-2010,21.03557232,0.058731458,9.727450892
31-07-2010,22.88963792,0.021613671,10.43101005
1/8/2010,23.89022692,0.054691254,9.216790101
2/8/2010,26.75677056,0.043443194,10.02014892
3/8/2010,24.36815218,0.054275152,9.819097044
4/8/2010,26.48324809,0.059788134,10.45361902
5/8/2010,25.27097038,0.036939128,10.43507029
6/8/2010,24.75091886,0.068103146,9.773206455
7/8/2010,25.72047654,0.026171108,9.27459535
8/8/2010,24.6612735,0.037334205,10.40907376
9/8/2010,23.29883456,0.074589015,10.56846636
10/8/2010,26.42203722,0.053106507,9.316341323
11/8/2010,27.59005425,0.070838868,9.703749242
12/8/2010,25.64643034,0.063058021,10.05803064
13-08-2010,24.04542461,0.039239377,10.80348568
16-08-2010,24.71207049,0.03813556,10.61574042
17-08-2010,26.09593118,0.081355355,10.57666964
18-08-2010,27.5872143,0.035346077,10.35877377
19-08-2010,26.61427089,0.054052047,11.23312535
